period_5y,l0_domain,l1,l2,l3_id,l3_label,korea_mass,korea_docs,benchmark_mass,benchmark_docs,benchmark_type,korea_to_benchmark_ratio,gap_strength,is_relative_gap,gap_severity
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0349,Public safety,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0351,Public sector algorithm registers,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0359,Regulatory capacity,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0361,Regulatory coherence,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0364,Regulatory impact assessment,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0371,Responsible innovation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0386,Safety and effectiveness,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0392,Scientific reproducibility,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0399,Sensitive attributes,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0401,Sensitive data protection,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0406,Social scoring prohibition,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0408,Socio-technical governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0412,Stakeholder participation,0.0,0,0.2348603877608106,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0414,Standardisation request,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0421,Supply-chain transparency,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0425,Surveillance oversight,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0431,Synthetic media labelling,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0435,Technical documentation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0436,Technical robustness,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0453,Training data governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0457,Transparency obligations,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0467,Vulnerable groups,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0470,Welfare impacts,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0472,Whole-of-government approach,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0473,Worker surveillance safeguards,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,"AI, rights, and biometrics",POLICY-REF-0334,predictive policing,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0042,Algorithmic discrimination,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0145,Digital inclusion,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0153,Discriminatory Profiling,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0179,Equal opportunity,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0219,Gender bias,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0220,Gender equality,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0280,Intersectional Fairness,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0284,Labour rights in the gig economy,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0403,Social Justice in AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0420,Structural Inequality,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0041,algorithmic bias,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0044,algorithmic fairness,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0181,equity and inclusion,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0188,ethics washing,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0207,fairness,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0258,inclusion and accessibility,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0318,non-discrimination,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias governance,POLICY-REF-0338,procedural fairness,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic fairness and bias mitigation,POLICY-REF-0068,bias mitigation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0043,Algorithmic explainability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0047,Algorithmic transparency,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0071,Black-box systems,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0198,Explainable AI,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0208,"Fairness, accountability and transparency",0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0372,Right to an Explanation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0448,Third-party auditing,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0458,Transparency Paradox,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0002,accountability gap,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0038,algorithmic accountability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0039,algorithmic accountability in public sector,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0040,algorithmic audit,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0055,auditability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0100,contestability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0152,disclosure obligations,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0159,documentation requirements,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0197,explainability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0279,interpretability,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0302,model cards,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0447,third-party audit,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0452,traceability,0.0,0,0.1961118951090473,1,global_policy_benchmark,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Algorithmic transparency and accountability,POLICY-REF-0456,transparency,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0004,Adaptive Governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0046,Algorithmic Management,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0050,Anti-monopoly in Tech,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0101,Continuous Monitoring,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0110,Cybernetic Governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0109,Cybernetic control,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0118,Data Dignity,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0120,Data Governance Act,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0117,Data colonialism,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0121,Data localisation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0127,Data provenance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0149,Digital Sovereignty,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0150,Digital Twin Governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0209,Federated Learning Governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0221,General Data Protection Regulation,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0255,Hyper-Connected Society Governance,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
1992-1996,Policy,AI policy and governance,Data governance and digital sovereignty,POLICY-REF-0315,Neocolonialism in Data,0.0,0,0.04210526315789473,0,domain_reference_mean,0.0,1.0,True,absolute_gap
